序号,电影类别,编码,公映证号,片名,第一出品单位,公示批次链接,公示名称,公示日期
84,国产纪录片,001l00032020,电审纪字【2019】第045号,日暮·归乡,浙江横店影业有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2485.shtml,2019年电影公映许可证发放公示（国产动画片、纪录片）,2020-07-28
85,国产纪录片,001l00142020,电审纪字【2019】第046号,骑车去西藏,华派影业（深圳）有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2485.shtml,2019年电影公映许可证发放公示（国产动画片、纪录片）,2020-07-28
1,国产故事片,1100062020,1,夺冠,北京嘉映春天影业有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2469.shtml,2020年电影公映许可证发放公示（国产故事片第一批）,2020-07-23
2,国产故事片,1100112020,3,大赢家,天津磨铁娱乐有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2469.shtml,2020年电影公映许可证发放公示（国产故事片第一批）,2020-07-23
3,国产故事片,1100152020,4,信念一生,彬州梦想流坊文化传播有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2469.shtml,2020年电影公映许可证发放公示（国产故事片第一批）,2020-07-23
4,国产故事片,1100232020,7,不老奇事,北京时代影响力影视文化有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2469.shtml,2020年电影公映许可证发放公示（国产故事片第一批）,2020-07-23
5,国产故事片,1100262020,11,少年英雄董存瑞,石家庄野云松文化传播有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2469.shtml,2020年电影公映许可证发放公示（国产故事片第一批）,2020-07-23
6,国产故事片,1100272020,14,喋血津门,海宁花信泛娱影视有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2469.shtml,2020年电影公映许可证发放公示（国产故事片第一批）,2020-07-23
7,国产故事片,1100282020,15,南溟奇缘之爱情树,海南天尚星影视文化有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2469.shtml,2020年电影公映许可证发放公示（国产故事片第一批）,2020-07-23
8,国产故事片,1100352020,23,烈日殊途,宁夏龙突腾文化传播有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2469.shtml,2020年电影公映许可证发放公示（国产故事片第一批）,2020-07-23
9,国产故事片,1100362020,24,宛城之战,河南玖尚影视制作有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2469.shtml,2020年电影公映许可证发放公示（国产故事片第一批）,2020-07-23
10,国产故事片,1100392020,27,倩女幽魂：人间情,十年影业无锡有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2469.shtml,2020年电影公映许可证发放公示（国产故事片第一批）,2020-07-23
11,国产故事片,1100422020,30,咱们村来了贴心人,新乡市众众影视有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2469.shtml,2020年电影公映许可证发放公示（国产故事片第一批）,2020-07-23
12,国产故事片,1100442020,32,燕赤霞传之情迷兰若寺,上海享利文化传播有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2469.shtml,2020年电影公映许可证发放公示（国产故事片第一批）,2020-07-23
13,国产故事片,1100482020,36,律动人生,台州市天溢文化发展有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2469.shtml,2020年电影公映许可证发放公示（国产故事片第一批）,2020-07-23
14,国产故事片,1100602020,48,八仙传之曹国舅鸣冤,弘诚影业（北京）有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2469.shtml,2020年电影公映许可证发放公示（国产故事片第一批）,2020-07-23
15,国产故事片,1100642020,52,追梦险途,广东战狼影视有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2469.shtml,2020年电影公映许可证发放公示（国产故事片第一批）,2020-07-23
16,国产故事片,1100652020,53,最强铁血奶爸,北京米和花影业有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2469.shtml,2020年电影公映许可证发放公示（国产故事片第一批）,2020-07-23
17,国产故事片,1100712020,62,张三丰之众妙之门,深圳市视界浪潮传媒有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2469.shtml,2020年电影公映许可证发放公示（国产故事片第一批）,2020-07-23
18,国产故事片,1100722020,63,张三丰之道法自然,深圳市视界浪潮传媒有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2469.shtml,2020年电影公映许可证发放公示（国产故事片第一批）,2020-07-23
19,国产故事片,1100732020,64,燕赤霞之五尾天蝎,北京梓阳文化传媒有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2469.shtml,2020年电影公映许可证发放公示（国产故事片第一批）,2020-07-23
20,国产故事片,1100782020,74,愤怒的心,天津梦想之翼文化传媒有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2469.shtml,2020年电影公映许可证发放公示（国产故事片第一批）,2020-07-23
21,国产故事片,1100802020,76,一春,星汇湾（横琴）文化传播有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2469.shtml,2020年电影公映许可证发放公示（国产故事片第一批）,2020-07-23
22,国产故事片,1100912020,77,重整河山待后生,电影频道节目中心,http://www.chinafilm.gov.cn/chinafilm/contents/168/2469.shtml,2020年电影公映许可证发放公示（国产故事片第一批）,2020-07-23
23,国产故事片,1100922020,78,画像师,电影频道节目中心,http://www.chinafilm.gov.cn/chinafilm/contents/168/2469.shtml,2020年电影公映许可证发放公示（国产故事片第一批）,2020-07-23
24,国产故事片,1100952020,82,一个父亲,陕西好故事影视文化传媒有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2469.shtml,2020年电影公映许可证发放公示（国产故事片第一批）,2020-07-23
25,国产故事片,1101052020,84,翠狐戏夫,北京东方飞云国际影视股份有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2469.shtml,2020年电影公映许可证发放公示（国产故事片第一批）,2020-07-23
26,国产故事片,1101042020,90,谁把老汉咋,电影频道节目中心,http://www.chinafilm.gov.cn/chinafilm/contents/168/2469.shtml,2020年电影公映许可证发放公示（国产故事片第一批）,2020-07-23
27,国产故事片,1101062020,91,沂蒙老兵,山东红土地影视文化传媒有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2469.shtml,2020年电影公映许可证发放公示（国产故事片第一批）,2020-07-23
28,国产故事片,1101072020,92,卧鱼,新丽传媒集团有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2469.shtml,2020年电影公映许可证发放公示（国产故事片第一批）,2020-07-23
29,国产故事片,1101082020,93,美人皮,北京东方飞云国际影视股份有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2469.shtml,2020年电影公映许可证发放公示（国产故事片第一批）,2020-07-23
30,国产故事片,1101242020,113,龙无目,北京东方飞云国际影视股份有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2469.shtml,2020年电影公映许可证发放公示（国产故事片第一批）,2020-07-23
31,国产故事片,1101342020,115,沙海烛龙,北京太平盛世文化传播股份有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2469.shtml,2020年电影公映许可证发放公示（国产故事片第一批）,2020-07-23
32,国产故事片,1109222019,2,烽火长城,电影频道节目中心,http://www.chinafilm.gov.cn/chinafilm/contents/168/2469.shtml,2020年电影公映许可证发放公示（国产故事片第一批）,2020-07-23
33,国产故事片,1102682019,88,张之洞,北京太阳花开影视文化有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2469.shtml,2020年电影公映许可证发放公示（国产故事片第一批）,2020-07-23
34,国产故事片,1101332019,130,托尼王的合唱团,宁波华梦影视文化发展有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2469.shtml,2020年电影公映许可证发放公示（国产故事片第一批）,2020-07-23
35,国产故事片,1101512019,147,复仇与救赎,宁波海悦文化创意有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2469.shtml,2020年电影公映许可证发放公示（国产故事片第一批）,2020-07-23
36,国产故事片,1101822019,171,海草,杭州至人文化科技有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2469.shtml,2020年电影公映许可证发放公示（国产故事片第一批）,2020-07-23
37,国产故事片,1102772019,262,祥福川,北京天利同生文化传媒有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2469.shtml,2020年电影公映许可证发放公示（国产故事片第一批）,2020-07-23
38,国产故事片,1103252019,302,时间牢笼,永康枫海影业有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2469.shtml,2020年电影公映许可证发放公示（国产故事片第一批）,2020-07-23
39,国产故事片,1103582019,328,田园时代,广州优映传媒有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2469.shtml,2020年电影公映许可证发放公示（国产故事片第一批）,2020-07-23
40,国产故事片,1103852019,349,逆光天堂,哈尔滨佳宜影业有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2469.shtml,2020年电影公映许可证发放公示（国产故事片第一批）,2020-07-23
41,国产故事片,1104202019,382,我们永不言弃,中影寰亚音像制品有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2469.shtml,2020年电影公映许可证发放公示（国产故事片第一批）,2020-07-23
42,国产故事片,1104892019,405,六个和一个,陕西瀚丰方世文化传媒有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2469.shtml,2020年电影公映许可证发放公示（国产故事片第一批）,2020-07-23
43,国产故事片,1105072019,453,电磁王之霹雳父子,冉盛南京文化传媒股份有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2469.shtml,2020年电影公映许可证发放公示（国产故事片第一批）,2020-07-23
44,国产故事片,1105302019,476,布谷依旧,山东耀江文化传媒有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2469.shtml,2020年电影公映许可证发放公示（国产故事片第一批）,2020-07-23
45,国产故事片,1105312019,477,“讨厌”的狗,联瑞（上海）影业有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2469.shtml,2020年电影公映许可证发放公示（国产故事片第一批）,2020-07-23
46,国产故事片,1105052019,481,黄塬厚土,九洲音像出版公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2469.shtml,2020年电影公映许可证发放公示（国产故事片第一批）,2020-07-23
47,国产故事片,1105612019,509,山花绽放,巴中市小宇宙影视文化传媒有限责任公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2469.shtml,2020年电影公映许可证发放公示（国产故事片第一批）,2020-07-23
48,国产故事片,1105482019,514,消失的玉玺,上海仓城润之影业有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2469.shtml,2020年电影公映许可证发放公示（国产故事片第一批）,2020-07-23
49,国产故事片,1105812019,517,鹿鼎山下,河北华诺影业有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2469.shtml,2020年电影公映许可证发放公示（国产故事片第一批）,2020-07-23
50,国产故事片,1105702019,520,我就是那大侠,河南省中原文化软实力研究院,http://www.chinafilm.gov.cn/chinafilm/contents/168/2469.shtml,2020年电影公映许可证发放公示（国产故事片第一批）,2020-07-23
51,国产故事片,1106042019,543,浴火丹青,南昌广播电视台,http://www.chinafilm.gov.cn/chinafilm/contents/168/2469.shtml,2020年电影公映许可证发放公示（国产故事片第一批）,2020-07-23
52,国产故事片,1106062019,545,等待秋沙鸭,浙江越山汇水影视文化有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2469.shtml,2020年电影公映许可证发放公示（国产故事片第一批）,2020-07-23
53,国产故事片,1106122019,553,芍药之歌,北京城宣文化发展中心,http://www.chinafilm.gov.cn/chinafilm/contents/168/2469.shtml,2020年电影公映许可证发放公示（国产故事片第一批）,2020-07-23
54,国产故事片,1106132019,554,高楼万丈平地起,西安博景广告传播有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2469.shtml,2020年电影公映许可证发放公示（国产故事片第一批）,2020-07-23
55,国产故事片,1106162019,556,通往春天的列车,天画画天（北京）影业有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2469.shtml,2020年电影公映许可证发放公示（国产故事片第一批）,2020-07-23
56,国产故事片,1106462019,564,赤焱传说,上海仓城润之影业有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2469.shtml,2020年电影公映许可证发放公示（国产故事片第一批）,2020-07-23
57,国产故事片,1106232019,567,怪物先生,上海柠萌影视传媒有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2469.shtml,2020年电影公映许可证发放公示（国产故事片第一批）,2020-07-23
58,国产故事片,1106412019,579,一百零八,四川坛城圣视电影文化传媒有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2469.shtml,2020年电影公映许可证发放公示（国产故事片第一批）,2020-07-23
59,国产故事片,1106572019,594,迷惘,北京泷帆文创文化传媒有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2469.shtml,2020年电影公映许可证发放公示（国产故事片第一批）,2020-07-23
60,国产故事片,1106582019,597,我的村我的家,陆河达邦文化传媒有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2469.shtml,2020年电影公映许可证发放公示（国产故事片第一批）,2020-07-23
61,国产故事片,1107962019,598,囧妈,上海欢神喜佑文化有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2469.shtml,2020年电影公映许可证发放公示（国产故事片第一批）,2020-07-23
62,国产故事片,1106802019,613,欢天喜地天蓬传,安迪影视制作（莱芜）有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2469.shtml,2020年电影公映许可证发放公示（国产故事片第一批）,2020-07-23
63,国产故事片,1106812019,615,不要先生与好的女士,深圳一个股份有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2469.shtml,2020年电影公映许可证发放公示（国产故事片第一批）,2020-07-23
64,国产故事片,1106822019,616,空·巢,深圳市华浩影视有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2469.shtml,2020年电影公映许可证发放公示（国产故事片第一批）,2020-07-23
65,国产故事片,1106832019,617,无名狂,湖州悠航影视有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2469.shtml,2020年电影公映许可证发放公示（国产故事片第一批）,2020-07-23
66,国产故事片,1106932019,620,彩云深处,江苏相伯文化传媒有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2469.shtml,2020年电影公映许可证发放公示（国产故事片第一批）,2020-07-23
67,国产故事片,1108362019,627,圣山村谜局,四川纳一影业有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2469.shtml,2020年电影公映许可证发放公示（国产故事片第一批）,2020-07-23
68,国产故事片,1107002019,628,十九岁，一切会更好,东莞市晟景传媒有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2469.shtml,2020年电影公映许可证发放公示（国产故事片第一批）,2020-07-23
69,国产故事片,1106862019,633,铁牌教练,电影频道节目中心,http://www.chinafilm.gov.cn/chinafilm/contents/168/2469.shtml,2020年电影公映许可证发放公示（国产故事片第一批）,2020-07-23
70,国产故事片,1107132019,643,漫城,杭州星合尚世影视传媒有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2469.shtml,2020年电影公映许可证发放公示（国产故事片第一批）,2020-07-23
71,国产故事片,1107152019,645,石狮之舞,云响天歌（北京）影视文化有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2469.shtml,2020年电影公映许可证发放公示（国产故事片第一批）,2020-07-23
72,国产故事片,1107162019,646,浴火书魂,电影频道节目中心,http://www.chinafilm.gov.cn/chinafilm/contents/168/2469.shtml,2020年电影公映许可证发放公示（国产故事片第一批）,2020-07-23
73,国产故事片,1107182019,648,爱在时间之外,西安电影制片厂有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2469.shtml,2020年电影公映许可证发放公示（国产故事片第一批）,2020-07-23
74,国产故事片,1107402019,659,马锡五断案,陕西青天情影视文化传播有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2469.shtml,2020年电影公映许可证发放公示（国产故事片第一批）,2020-07-23
75,国产故事片,1107412019,660,平安中国之守护者,中广天启（深圳）传媒有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2469.shtml,2020年电影公映许可证发放公示（国产故事片第一批）,2020-07-23
76,国产故事片,1107422019,661,波依拉,原上狐（北京）影视文化有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2469.shtml,2020年电影公映许可证发放公示（国产故事片第一批）,2020-07-23
77,国产故事片,1107432019,663,情缘曹雪芹,北京祥瑞万方影视文化传媒有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2469.shtml,2020年电影公映许可证发放公示（国产故事片第一批）,2020-07-23
78,国产故事片,1107522019,674,潜战,深圳中影时代传媒有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2469.shtml,2020年电影公映许可证发放公示（国产故事片第一批）,2020-07-23
79,国产故事片,1107542019,676,风云太白山,西安华运影业有限责任公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2469.shtml,2020年电影公映许可证发放公示（国产故事片第一批）,2020-07-23
80,国产故事片,1107592019,682,红巴山,汉中文化传媒集团有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2469.shtml,2020年电影公映许可证发放公示（国产故事片第一批）,2020-07-23
81,国产故事片,1107602019,683,话梦光影,北京华光影视文化传媒有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2469.shtml,2020年电影公映许可证发放公示（国产故事片第一批）,2020-07-23
82,国产故事片,1107652019,691,大叔与少年,北京嘉影琪夏影业有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2469.shtml,2020年电影公映许可证发放公示（国产故事片第一批）,2020-07-23
83,国产故事片,1107492019,694,决战香炉寺,西安西北狼影视文化传媒有限责任公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2469.shtml,2020年电影公映许可证发放公示（国产故事片第一批）,2020-07-23
84,国产故事片,1107692019,695,秘密暗线,陕西梦想花开影业有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2469.shtml,2020年电影公映许可证发放公示（国产故事片第一批）,2020-07-23
85,国产故事片,1107712019,697,与神兽共舞,北京龙腾祥瑞文化发展有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2469.shtml,2020年电影公映许可证发放公示（国产故事片第一批）,2020-07-23
86,国产故事片,1108002019,699,小事儿,无锡大猫影视文化发展有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2469.shtml,2020年电影公映许可证发放公示（国产故事片第一批）,2020-07-23
87,国产故事片,1107832019,701,金凤湾的笑声（豫剧）,河南励宁文化传媒有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2469.shtml,2020年电影公映许可证发放公示（国产故事片第一批）,2020-07-23
88,国产故事片,1107722019,702,大匠春秋之西苑日落,电影频道节目中心,http://www.chinafilm.gov.cn/chinafilm/contents/168/2469.shtml,2020年电影公映许可证发放公示（国产故事片第一批）,2020-07-23
89,国产故事片,1107732019,703,大匠春秋之秘典迷踪,电影频道节目中心,http://www.chinafilm.gov.cn/chinafilm/contents/168/2469.shtml,2020年电影公映许可证发放公示（国产故事片第一批）,2020-07-23
90,国产故事片,1107842019,704,红香柳,安阳市中商影视文化传播有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2469.shtml,2020年电影公映许可证发放公示（国产故事片第一批）,2020-07-23
91,国产故事片,1107872019,707,芒刺在吻,海南马虎影业有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2469.shtml,2020年电影公映许可证发放公示（国产故事片第一批）,2020-07-23
92,国产故事片,1107882019,708,新编宝莲灯,河南风华再现文化传播有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2469.shtml,2020年电影公映许可证发放公示（国产故事片第一批）,2020-07-23
93,国产故事片,1107892019,709,芳菲,天津恒沅亿影视传媒有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2469.shtml,2020年电影公映许可证发放公示（国产故事片第一批）,2020-07-23
94,国产故事片,1107902019,710,课本,大湾区影视传媒（深圳）有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2469.shtml,2020年电影公映许可证发放公示（国产故事片第一批）,2020-07-23
95,国产故事片,1107912019,711,射师归来,西安嘉博文化传媒有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2469.shtml,2020年电影公映许可证发放公示（国产故事片第一批）,2020-07-23
96,国产故事片,1108012019,713,富商谋杀案,欧麦高电影（深圳）有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2469.shtml,2020年电影公映许可证发放公示（国产故事片第一批）,2020-07-23
97,国产故事片,1108022019,714,爱情来时,北京魔影信达电影院线有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2469.shtml,2020年电影公映许可证发放公示（国产故事片第一批）,2020-07-23
98,国产故事片,1108032019,715,谜案缉凶,北京华沣艺采文化传媒有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2469.shtml,2020年电影公映许可证发放公示（国产故事片第一批）,2020-07-23
99,国产故事片,1108082019,720,瑞喜爱小白,佛山华览影视文化发展有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2469.shtml,2020年电影公映许可证发放公示（国产故事片第一批）,2020-07-23
100,国产故事片,1108112019,723,生死追凶,北京三景观颐影视文化传媒有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2469.shtml,2020年电影公映许可证发放公示（国产故事片第一批）,2020-07-23
101,国产故事片,1108312019,724,82号古宅,北京星期九影业有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2469.shtml,2020年电影公映许可证发放公示（国产故事片第一批）,2020-07-23
102,国产故事片,1108122019,725,金坑,厦门风云科技股份有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2469.shtml,2020年电影公映许可证发放公示（国产故事片第一批）,2020-07-23
103,国产故事片,1108182019,731,六月的雪之战犬,北京鸿腾胜艺影视传媒有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2469.shtml,2020年电影公映许可证发放公示（国产故事片第一批）,2020-07-23
104,国产故事片,1108202019,733,蓝色的卡布奇诺,北京国枫演绎文化传播有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2469.shtml,2020年电影公映许可证发放公示（国产故事片第一批）,2020-07-23
105,国产故事片,1108212019,735,坚守1200秒,山东梁氏精彩文化发展有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2469.shtml,2020年电影公映许可证发放公示（国产故事片第一批）,2020-07-23
106,国产故事片,1108222019,736,永不独行,深圳市华义影视文化传播有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2469.shtml,2020年电影公映许可证发放公示（国产故事片第一批）,2020-07-23
107,国产故事片,1108252019,739,画时间的人,广州光云影视传媒有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2469.shtml,2020年电影公映许可证发放公示（国产故事片第一批）,2020-07-23
108,国产故事片,1108282019,742,复合大作战,珠海亲殿影视文化传媒有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2469.shtml,2020年电影公映许可证发放公示（国产故事片第一批）,2020-07-23
109,国产故事片,1108302019,744,曝·光,福建达康影视投资有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2469.shtml,2020年电影公映许可证发放公示（国产故事片第一批）,2020-07-23
110,国产故事片,1108322019,746,谁说我们不会爱2,基石国际传媒（北京）有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2469.shtml,2020年电影公映许可证发放公示（国产故事片第一批）,2020-07-23
111,国产故事片,1108412019,752,二杠三,淄博木易影视传媒有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2469.shtml,2020年电影公映许可证发放公示（国产故事片第一批）,2020-07-23
112,国产故事片,1108432019,754,风云传之双剑合璧,浙江鸣风在竹影视文化有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2469.shtml,2020年电影公映许可证发放公示（国产故事片第一批）,2020-07-23
113,国产故事片,1108442019,755,狮子吼,广西文化产业集团有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2469.shtml,2020年电影公映许可证发放公示（国产故事片第一批）,2020-07-23
114,国产故事片,1108462019,757,不是闹着玩的3,郑州司空见惯文化传播股份有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2469.shtml,2020年电影公映许可证发放公示（国产故事片第一批）,2020-07-23
115,国产故事片,1108472019,758,十三猎杀,非常道影视文化传媒温州有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2469.shtml,2020年电影公映许可证发放公示（国产故事片第一批）,2020-07-23
116,国产故事片,1108502019,761,宝贝追踪,贵州黔江腾龙科技有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2469.shtml,2020年电影公映许可证发放公示（国产故事片第一批）,2020-07-23
117,国产故事片,1108532019,764,跟世俗说再见,太原市千惠文化传媒有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2469.shtml,2020年电影公映许可证发放公示（国产故事片第一批）,2020-07-23
118,国产故事片,1108552019,766,罗汉风云,河北盛秋文化传播有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2469.shtml,2020年电影公映许可证发放公示（国产故事片第一批）,2020-07-23
119,国产故事片,1108572019,768,半条棉被,潇湘电影集团有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2469.shtml,2020年电影公映许可证发放公示（国产故事片第一批）,2020-07-23
120,国产故事片,1108582019,769,冰球少年,北京彩轮文化传播有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2469.shtml,2020年电影公映许可证发放公示（国产故事片第一批）,2020-07-23
121,国产故事片,1108592019,770,庖丁传奇之鸳鸯蝴蝶料理梦,电影频道节目中心,http://www.chinafilm.gov.cn/chinafilm/contents/168/2469.shtml,2020年电影公映许可证发放公示（国产故事片第一批）,2020-07-23
122,国产故事片,1108602019,771,津门悬案之消失的女人,电影频道节目中心,http://www.chinafilm.gov.cn/chinafilm/contents/168/2469.shtml,2020年电影公映许可证发放公示（国产故事片第一批）,2020-07-23
123,国产故事片,1108612019,772,东坡（黄梅戏）,湖北垄上农村数字电影院线管理有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2469.shtml,2020年电影公映许可证发放公示（国产故事片第一批）,2020-07-23
124,国产故事片,1108632019,774,形意英雄,山西五洲影视传媒有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2469.shtml,2020年电影公映许可证发放公示（国产故事片第一批）,2020-07-23
125,国产故事片,1108642019,775,树欲静,江苏鲍氏影业有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2469.shtml,2020年电影公映许可证发放公示（国产故事片第一批）,2020-07-23
126,国产故事片,1108672019,778,爱是一场温柔幻觉,北俱卢州（北京）影视传媒有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2469.shtml,2020年电影公映许可证发放公示（国产故事片第一批）,2020-07-23
127,国产故事片,1108682019,779,蓝河较量,西安嘉乐影业有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2469.shtml,2020年电影公映许可证发放公示（国产故事片第一批）,2020-07-23
128,国产故事片,1108692019,780,云崖飞车,文源影视有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2469.shtml,2020年电影公映许可证发放公示（国产故事片第一批）,2020-07-23
129,国产故事片,1108702019,781,马莲花开,甘肃星亿影业有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2469.shtml,2020年电影公映许可证发放公示（国产故事片第一批）,2020-07-23
130,国产故事片,1108712019,782,寨子里的毕摩,电影频道节目中心,http://www.chinafilm.gov.cn/chinafilm/contents/168/2469.shtml,2020年电影公映许可证发放公示（国产故事片第一批）,2020-07-23
131,国产故事片,1108722019,783,无“疯”也起浪,理智影业（北京）有限公司,http://www.chinafilm.gov.cn/chinafilm/contents/168/2469.shtml,2020年电影公映许可证发放公示（国产故事片第一批）,2020-07-23
